,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,Código Fincaraíz,No. Fotos,Fecha Sacada,Fecha Publicada,Enlace
377,Inmobiliaria,Casa,venta,5.0,6,1,2.670 ,2.670 ,6,,,16 a 30 años,No definida,"823.970,04",Preguntar al anunciante,Armenia,Armenia,Quindío,"['En zona residencial', 'Garaje / Parqueadero(s)', 'Terraza', 'Vigilancia 24x7', 'Zona Infantil', 'Zonas Verdes', 'Calentador', 'Citófono', 'Closet', 'Cocina Integral', 'Comedor', 'Cuarto de Servicio', 'Anuncio publicado por:', 'Julio Corredor y Cia', 'hace 21 días']",2.200.000.000,"CASA VIVIENDA HOTEL CAMPESTRE,  Ubicado a dos minutos del club campestre,  a diez minutos de Armenia,  dos minutos del aeropuerto del Eden. Consta de cinco habitaciones,  seis baños y un mini apartamento con cocineta,  baño privado y ventilador,  amplia terraza,  piscina,  jacuzzi,  amplia terraza,  zonas verdes y parqueo. Tiene dos moto bombas de agua,  tanque de almacenamiento,  Carpintero en flor morada. Vetustez 15 ,  parqueadero 8 vehículos,  cuenta con aire acondicionado,  cámaras de seguridad exterior como interior,  se instaló sirena de Pánico  están conectados  los  5 vecinos con la policía,   lo cual mejora mucho la seguridad. En la cocina se instalaron equipos nuevos como,  nevera  estilo Americano  marca Whirlpool lavadora de platos,   en la zona de lavandería se instaló,  lavadora y secadora. Como es Fina Hotel cuenta con todo el protocolo de bioseguridad que exige el ministerio de salud para poder operar 90-63913.",,6,2023-01-27 13:09:56.788324,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/armenia/armenia/5538347
378,Inmobiliaria,Casa,venta,3.0,4,1,252 ,0 ,4,,,,380.000 COP,"2.261.904,76",,Armenia,Armenia,Quindío,"['Garaje Cubierto', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Parqueadero Visitantes', 'Piscina', 'Portería / Recepción', 'Zonas Verdes', 'Balcón', 'Cocina Integral', 'Comedor', 'Zona de lavandería', 'Zona Campestre', 'Anuncio publicado por:', 'A&N Activos y Negocios', 'hace 1 año']",570.000.000,"Hermosa casa de descanso en eje Cafetero,  en el municipio de Pueblo tapao,  ubicado a 15 minutos de Armenia,  urbanizacion Villantaguara,  condominio de 11 casas,  en primer piso (100 mt2) donde se puede hacer apartamento independiente para renta o se puede hacer zona humeda privada (Piscina,  Jacuzzi,  etc...),  la casa es esquinera por lo cual tiene muchos beneficios,  esta totalmente terminada. Unidad cerrada con porteria,  piscina y una vista inmejorable..",,25,2023-01-27 13:09:58.294973,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/armenia/armenia/5538180
379,Inmobiliaria,Apartamento,venta,3.0,3,1,108 ,0 ,4,,1,,294.000 COP,"3.055.555,56",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Acceso Pavimentado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Cocina Integral', 'Instalación de gas', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Cerca de Zona Urbana', 'Anuncio publicado por:', 'DOPRAY & HOME', 'hace 1 año']",330.000.000,"Se vende gran apartamento en Armenia,  excelente ubicación dentro de esta hermosa capital quindiana.  Cuenta con excelentes espacios y hermosos acabados que lo convierten en un lugar acogedor y apropiado para llamar hogar,  adicional a esto su ubicación lo sitúa entre las mejores opciones puesto que estratégicamente queda cerca a centros comerciales,  malls,  universidades y demás,  sin duda al momento de elegir esta podría ser tú mejor opción.  Si desea más información puede ingresar a nuestra página www.doprayhome.com o nos puede contactar en los siguientes números .",,16,2023-01-27 13:09:59.793682,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/6662009
380,Inmobiliaria,Apartamento,venta,5.0,6,,346 ,346 ,5,,,,No definida,"3.179.190,75",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Acceso Pavimentado', 'Canchas Deportivas', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Parqueadero Visitantes', 'Vista panorámica', 'Baño Independiente', 'Cocina Integral', 'Cuarto de Servicio', 'Despensa', 'Instalación de gas', 'Patio', 'Anuncio publicado por:', 'DOPRAY & HOME', 'hace 2 años']",1.100.000.000,"Se Vende Apartamento en Armenia con espectacular vista a la cordillera consta de Sala,  comedor,  cocina amplia,  5 habitaciones,  habitación principal con jacuzzi,  6 baños,  estudio,  habitación de servicio o huésped,  patio de ropas,  2 depósitos,  3 parqueaderos.  Si desea más información puede ingresar a nuestra página www.doprayhome.com o nos puede contactar en los siguientes números  .",,Descripción general,2023-01-27 13:10:01.300679,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/6377082
381,Usado,Apartamento,venta,3.0,2,,125 ,0 ,0,,,,No definida,4.400.000,Calle 19N,Armenia,Armenia,Quindío,,550.000.000,Apartamento con licencia para turismo súper bien ubicado consta de 3 habitaciones 2 baños parqueadero depósito con vista hacia el occidente cerca a centro comercial hospital zona Rosa piso alto,,12,2023-01-27 13:10:02.805583,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/7729433
382,Inmobiliaria,Apartamento,venta,3.0,2,1,84 ,84 ,3,,4,,112.000 COP,"2.083.333,33",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Acceso Pavimentado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Vista panorámica', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Instalación de gas', 'Zona de lavandería', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial', 'Anuncio publicado por:', 'DOPRAY & HOME', 'hace 1 año']",175.000.000," Se vende hermoso apartamento Remodelado en las américas - Armenia,  excelente ubicación cerca a centros comerciales,  colegios parques y demás.  Cuenta con grandes espacios ideales para la comodidad de la familia,  adicionalmente está ubicado en zona de alta valorización. Sin duda una excelente opción paran que puedas disfrutar de todo este paraíso cafetero.  Si desea más información puede ingresar a nuestra página www.doprayhome.com o nos puede contactar en los siguientes números: .",,21,2023-01-27 13:10:04.295566,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/6953073
383,Inmobiliaria,Casa,venta,3.0,2,1,110 ,110 ,3,,,9 a 15 años,No definida,4.000.000,Preguntar al anunciante,ARMENIA,Armenia,Quindío,"['Alcantarillado', 'En zona residencial', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia 24x7', 'Zona Infantil', 'Calentador', 'Closet', 'Cocina Integral', 'Comedor', 'Estudio', 'Instalación de gas', 'Anuncio publicado por:', 'Millan & Asociados Propiedad Raíz', 'hace 10 días']",440.000.000,"Casa esquinera para la venta en Circacia,  con un área de 110 mtrs2 construidos aproximadamente en conjunto cerrado de 2 niveles Primer piso: Parqueadero,  Sala y comedor,  Depósito,  Baño social,  Zona de estudio,  Acceso a zona verde , Cocina semi-integral,  gas natural,  calentador a gas,  Zona de ropas,  garaje descubierto. Segundo Piso:  3 habitaciones,  la principal con baño y vestier,  las otras 2 con closet,  balcón,  pisos en porcelanato. El conjunto cuenta con vigilancia 24 horas,  Zonas verdes,  Parque infantil,  Lago Frente a mall comercial y supermercado,  Cerca a parqueaderos de visitantes. 2790-25169.",,20,2023-01-27 13:10:05.826027,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/armenia/armenia/7861000
384,Loft,Casa,venta,4.0,3,1,135 ,69 ,5,,,16 a 30 años,No definida,"3.407.407,41",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Canchas Deportivas', 'En casa', 'En conjunto cerrado', 'En zona residencial', 'Garaje Cubierto', 'Piscina', 'Baño Auxiliar', 'Calentador', 'Cocina Integral', 'Instalación de gas', 'Patio', 'Todos los Servicios', 'Anuncio publicado por:', 'Inmobiliaria Clara Ines Mejía S.A.S', 'hace 5 meses']",460.000.000,"Espectacular casa para la venta de 2 pisos ubicada estratégicamente en conjunto cerrado en la ciudad Armenia Quindío,  excelentes acabados,  la vivienda tiene una antigedad de 20 años y hace 3 años fue reformada y remodelada en su totalidad. Urbanísticamente se encuentra ubicada en la avenida centenario en un sector estrato 5 cerca a clínicas y centros comerciales. El conjunto cuenta con amplias zonas verdes,  zona social,  juegos infantiles y parqueadero para visitantes La casa cuenta con un área de lote 135 m2 y área construida de 69 m2,  está conformada por la siguiente distribución es de 2 pisos,  en el primer piso encontramos Sala,  Comedor,  Cocina integral,  patio cubierto,  zona de lavandería,  alcoba del servicio,  baño social,  cuarto útil,  jardín,  parqueadero y escaleras de acceso al segundo piso,  en el segundo piso encontramos 4 alcobas,  baño de alcobas y baño en alcoba principal. 867-5158.",,18,2023-01-27 13:10:07.334925,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/armenia/armenia/7575073
385,Inmobiliaria,Apartamento,venta,3.0,2,,76 ,76 ,3,,5,,135.000 COP,"2.236.842,11",Preguntar al anunciante,ARMENIA,Armenia,Quindío,"['Acceso Pavimentado', 'En conjunto cerrado', 'Salón Comunal', 'Zona Infantil', 'Zonas Verdes', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Citófono', 'Closet', 'Cocina Integral', 'Despensa', 'Anuncio publicado por:', 'DOPRAY & HOME', 'hace 5 meses']",170.000.000,"Se vende lindo apartamento en el barrio Galán de Armenia. Ecxelente ubicación,  con hermosa vista panorámica,  consta de tres alcobas,  dos baños,  sala-comedor,  amplios closets,  cocina integral,  patio para ropas. Ubicado en un quinto piso,  no tiene ascensor.   Si desea más información nos puede contactar en la página  .",,29,2023-01-27 13:10:08.837050,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/7531344
386,Inmobiliaria,Apartamento,venta,4.0,3,,100 ,100 ,3,,5,,No definida,2.000.000,Preguntar al anunciante,Armenia,Armenia,Quindío,"['Acceso Pavimentado', 'Vista panorámica', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Integral', 'Instalación de gas', 'Piso en Baldosa /  Mármol', 'Cerca de Zona Urbana', 'Colegios / Universidades', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Anuncio publicado por:', 'DOPRAY & HOME', 'hace 5 meses']",200.000.000,"Se vende apartamento en Armenia barrio La Cabaña área 100 M2 consta de sala,  cocina,  comedor,  4 habitaciones,  3 baños.  Si desea más información puede ingresar a nuestra página www.doprayhome.com o nos puede contactar en los siguientes números: .",,8,2023-01-27 13:10:10.332899,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/6379879
387,Inmobiliaria,Casa,venta,5.0,3,1,184 ,0 ,5,,2,,No definida,"3.043.478,26",Preguntar al anunciante,Norte Armenia,Armenia,Quindío,"['Acceso Pavimentado', 'Cochera', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Vista panorámica', 'Zonas Verdes', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Integral', 'Cuarto de Servicio', 'Depósito / Bodega', 'Anuncio publicado por:', 'INVERSIONES 3M', 'hace 14 días']",560.000.000,"Hermosa casa para la venta cuenta con:  cocina integral,  habitacion de servicio,  patio de ropas,  dos niveles mas el sotano.  excelente ubicacion,  cerca a hospitales,  clinicas,  univerdidades,  centros comerciales,   cerca zona urbana,  gimnacios,  drogerias,  parques cercanos,  transporte publico cercano,  supermercados y  estacion de servicio.  .",,11,2023-01-27 13:10:11.835003,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/norte-armenia/armenia/7115458
388,Inmobiliaria,Apartamento,venta,3.0,2,1,78 ,0 ,3,,2,16 a 30 años,250.000 COP,"3.589.743,59",Preguntar al anunciante,NORTE DE ARMENIA,Armenia,Quindío,,280.000.000,"Se vende gran apartamento en armenia.   El apartamento consta de 3 alcobas con closects,   2 baños , sala comedor ,  cocina integral,  salon social,  calentador ,  canchas deportivas,  parqueadero,  piscina ,  sauna ,  jacuzzi y zonas verdes.  Parqueadero cubierto.   No dudes en llamarnos!!! .",,20,2023-01-27 13:10:13.318745,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/norte-de-armenia/armenia/6834667
389,Inmobiliaria,Casa,venta,,3,2,254 ,254 ,5,,2,,No definida,"3.149.606,3",Preguntar al anunciante,Norte De Armenia,Armenia,Quindío,"['Instalación de gas', 'Piso en Baldosa /  Mármol', 'Anuncio publicado por:', 'BIENES RAICES RISARALDA', 'hace 7 meses']",800.000.000,"Si le gusta la comodidad y la tradicin esta casa es para usted,  casa de 5 alcobas muy grandes,  3 patios,  parqueadero para 2 carros,  jacuzzi,  3 baños,  en el sector de ms valorizacin de la ciudad de Armenia cerca al CC PORTAL DEL QUINDIO...254 metros cuadrados de exclusividad y buen gusto... .",,16,2023-01-27 13:10:14.811639,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/norte-de-armenia/armenia/7375552
390,Inmobiliaria,Casa,venta,5.0,4,2,353 ,353 ,4,,2,16 a 30 años,No definida,"2.492.917,85",Preguntar al anunciante,NORTE DE ARMENIA,Armenia,Quindío,,880.000.000,"e vende hermosa casa conjunto cerrado cerca Av Centenario norte de Armenia Quindio,  353 metros construidos,  tres niveles más altillo,  5 lujosas habitaciones,  4 baños,  sala con chimenea y terrazas,  comedor,  cocina integral amplia,  alcoba para la empleada,  zona de ropas y lavandería. Precio 880 millones  Terraza zona de asados y bar,  depósito,  parqueadero múltiple,  amplio  altillo y terraza con vista a la cordillera. Cámaras de seguridad y vigilancia privada las 24 horas. .",,28,2023-01-27 13:10:16.277457,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/norte-de-armenia/armenia/7653430
391,Inmobiliaria,Casa,venta,3.0,2,2,330 ,0 ,0,Excelente,3,,No definida,"1.090.909,09",Preguntar al anunciante,Cerca A Armenia,Armenia,Quindío,"['Acceso Pavimentado', 'Bósque nativo', 'Cancha de Baloncesto', 'Cancha de Futbol', 'Canchas Deportivas', 'Cochera', 'Barra estilo americano', 'Closet', 'Cocina Equipada', 'Cocina Integral', 'Cocina tipo Americano', 'Estudio', 'Anuncio publicado por:', 'Inmobiliaria Clara Velasco', 'hace 4 años']",360.000.000,"SE VENDE CASA EN EL OCCIDENTE DE ARMENIA,  RECIEN REMODELADA,  CON 3 HABITACIONES,  2 BAÑOS,  COCINA INTEGRAL,  ESTUDIO,  PARQUEADERO PARA 2 CARROS YTERRAZA TECHADA Y CON VENTANAS.  MAYORES INFORMES:.",,11,2023-01-27 13:10:17.832050,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/cerca-a-armenia/armenia/3849308
392,Inmobiliaria,Apartamento,venta,2.0,1,1,60 ,60 ,3,,4,16 a 30 años,70.000 COP,"2.833.333,33",Preguntar al anunciante,CENTRO ARMENIA,Armenia,Quindío,"['Acceso Pavimentado', 'Vista panorámica', 'Balcón', 'Baño Auxiliar', 'Closet', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Cerca de Zona Urbana', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Anuncio publicado por:', 'ARRIENDO SEGURO DEL EJE', 'hace 2 meses']",170.000.000,"Apartamento para la Venta en el Centro de Armenia,  consta de Sala comedor,  cocina,  2 habitaciones,  1 closet grande,  1 baño,  lavadero,  patio de ropas,  60 mts cuadrados,  administración $70.000,  ubicado en piso 4,  con balcón hacia la calle y la carrera,  muy tranquilo horas de la noche,  cerca a farmacias,  supermercados,  parques,  colegios y transporte fluido para diferentes sectores de la cuidad.  $170.000.000 .",,19,2023-01-27 13:10:19.335632,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/centro-armenia/armenia/7618571
393,Inmobiliaria,Casa,venta,,1,,90 ,0 ,2,,1,9 a 15 años,No definida,2.000.000,Preguntar al anunciante,Salida Armenia,Armenia,Quindío,,180.000.000,"Se Vende Espectacular Casa en Excelente Sector de Armenia,  ubicada en calle vehicular.  La Casa Consta de 4 Habitaciones,  Sala Comedor,  Cocina Integral,  Baño y Patio de Ropas.  La Propiedad esta Recien Remodelada,  Pisos Nuevos,  Cielo Raso en PVC,  Excelentes Acabados.  Unica Oportunidad para Adquirir este Espectacular Inmueble. .",,21,2023-01-27 13:10:20.804718,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/salida-armenia/armenia/7888745
394,Inmobiliaria,Apartamento,venta,2.0,2,1,48 ,0 ,4,Excelente,16,enor a 1 año,Código Fincaraíz: 7712126,"4.791.666,67",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Ascensor', 'Circuito cerrado de TV', 'Garaje(s)', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Salón de Juegos', 'Terraza', 'Vigilancia', 'Vista panorámica', 'Cocina Integral', 'Instalación de gas', 'Anuncio publicado por:', 'Erika Rodriguez Bienes Raices', 'hace 3 meses']",230.000.000,"Se vende hermoso apartamento en Armenia con 48m2,  piso 16,  con dos habitaciones amplias,  la principal con closet,  2 baños,  sala comedor con ventanales,  cocina integral,  estufa a gas con campana extractora. Es un apartamento con una hermosa vista,  buena iluminación y excelente ubicación al norte de la ciudad,  además cuenta con parqueadero cubierto.  El edificio es de 20 pisos,  terraza 360°,  zonas húmedas,  salón social,  gimnasio,  BBQ,  3 ascensores,  vigilancia 24/7 y CCTV. Administración $193.000.",,30,2023-01-27 13:10:22.278103,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/7712126
395,Inmobiliaria,Casa,venta,4.0,4,1,129 ,129 ,5,,2,1 a 8 años,210.000 COP,"3.100.775,19",Preguntar al anunciante,Via armenia la tebaida,Armenia,Quindío,"['Acceso Pavimentado', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Parqueadero Visitantes', 'Piscina', 'Planta Eléctrica', 'Portería / Recepción', 'Vigilancia', 'Calentador', 'Citófono', 'Anuncio publicado por:', 'Inmobiliaria Clara Velasco', 'hace 7 meses']",400.000.000,"SE VENDE CASA EN CONJUNTO CERRADO AL SUR DE ARMENIA CONSTA DE: 4 BITACIONES,  SALA COMEDOR,  COCINA INTEGRAL,  ZONA DE ROPAS Y PARQUEADERO.     MAYORES INFORMES CEL .",,10,2023-01-27 13:10:23.759878,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/via-armenia-la-tebaida/armenia/4333408
396,Inmobiliaria,Casa,venta,3.0,3,1,122 ,138 ,4,,,,110.000 COP,"2.696.721,31",Preguntar al anunciante,Via armenia la tebaida,Armenia,Quindío,"['Circuito cerrado de TV', 'En conjunto cerrado', 'Piscina', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Calentador', 'Citófono', 'Anuncio publicado por:', 'Inmobiliaria Clara Velasco', 'hace 2 años']",329.000.000,"Se vende espectacular casa en condominio cerrado,  en la via Armenia-La Tebaida,  la casa mide 138 M2,  todos los espacios son muy amplios y con mucha iluminacion,  el primer piso tiene: estudio,  sala comedor,  baño social,  bodega,  cocian integral completa,  zona de ropas y patio interior,  el segundo piso tiene un aplio hall de alcobas,  alcoba pricipal con vestier,  baño y balcón,  otras dos alcobas,  con closet y baño de alcobas. El condominio tiene piscina,  salon social y parque infantil.  INFORMES CELULAR .",,23,2023-01-27 13:10:25.260333,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/via-armenia-la-tebaida/armenia/5873164
397,Duplex,Apartamento,venta,4.0,3,1,103 ,0 ,5,Excelente,10,1 a 8 años,250.000 COP,"3.300.970,87",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Balcón', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Anuncio publicado por:', 'Z.L.A. GLOBAL BROKERS INMOBILIARIA', 'hace 5 años']",340.000.000,"Hermoso apto Penthouse duplex esquinero con cocina tipo americana,  horno,  espacio para lavaplatos y nevecon. Área social de doble altura,  habitaciones con balcón,  alcoba principal en el segundo nivel con terraza,  piso en madera laminada. El conjunto cuenta con cancha de baloncesto,  zonas de mascotas,  zona de niños. Cerca a vías principales,  supermercados como ara y olimpica,  cerca al coliseo del café y parque de la vida,  Universidad del Quindio. Luz Amparo Zuluaga. Cod. 374..",,28,2023-01-27 13:10:26.756109,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/3574931
398,Inmobiliaria,Apartamento,venta,3.0,2,1,94 ,94 ,5,Bueno,,1 a 8 años,No definida,"4.148.936,17",Preguntar al anunciante,armenia,Armenia,Quindío,"['Terraza', 'Vigilancia privada 24*7', 'Balcón', 'Cocina Integral', 'Parques cercanos', 'Sobre vía principal', 'Sobre vía secundaria', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial', 'Anuncio publicado por:', 'LUQUE MEDINA Y CIA', 'hace 1 año']",390.000.000,"Fantástico Apartamento de 94 Mts2,  2 habitaciones auxiliares,  1 habitación principal con vestir y terraza,  Cuarto de linos,   Sala comedor con balcón Cocina abierta,  zona de ropas,  1 parqueadero,  Piso 11. Conjunto cerrado con piscinas,  jacuzzi,  zonas verdes,  turco,  sauna,  zona social,  gimnasio....",,12,2023-01-27 13:10:28.236892,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/6872280
399,Duplex,Apartamento,venta,4.0,3,1,103 ,0 ,5,Excelente,10,1 a 8 años,250.000 COP,"3.300.970,87",Preguntar al anunciante,Armenia,Armenia,Quindío,"['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Balcón', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Anuncio publicado por:', 'Z.L.A. GLOBAL BROKERS INMOBILIARIA', 'hace 5 años']",340.000.000,"Hermoso apto Penthouse duplex esquinero con cocina tipo americana,  horno,  espacio para lavaplatos y nevecon. Área social de doble altura,  habitaciones con balcón,  alcoba principal en el segundo nivel con terraza,  piso en madera laminada. El conjunto cuenta con cancha de baloncesto,  zonas de mascotas,  zona de niños. Cerca a vías principales,  supermercados como ara y olimpica,  cerca al coliseo del café y parque de la vida,  Universidad del Quindio. Luz Amparo Zuluaga. Cod. 374..",,28,2023-01-27 13:11:58.575037,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/3574931
400,Inmobiliaria,Casa,venta,4.0,5,2,208 ,0 ,5,Excelente,,1 a 8 años,No definida,"4.086.538,46",Preguntar al anunciante,Armenia norte,Armenia,Quindío,"['Canchas Deportivas', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Parqueadero Visitantes', 'Balcón', 'Baño de Servicio', 'Calentador', 'Cuarto de Servicio', 'Estudio', 'Hall de Alcobas', 'Anuncio publicado por:', 'TU PROPIEDAD AQUI', 'hace 1 mes']",850.000.000,"Se vende casa duplex de 208 mtr2,  consta de 3 habitaciones,  5 baños,  sala comedor,  cocina integral,  zona de ropas,  terraza,  habitacion auxiliar. En conjunto cerrado,  con piscina,  cancha multiplex,  piscina,  jacuzzi,  turco,  amplias zonas verdes,  parqueadero de visitantes y sendero ecologico..",,14,2023-01-27 13:12:00.070479,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/armenia-norte/armenia/7831510
401,Duplex,Apartamento,venta,3.0,2,1,55 ,0 ,3,Excelente,8,1 a 8 años,122.000 COP,"3.181.818,18",CALLE 50,Armenia,Armenia,Quindío,"['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Jardín', 'Piscina', 'Portería / Recepción', 'Balcón', 'Baño Auxiliar', 'Barra estilo americano', 'Calentador', 'Citófono', 'Cocina Integral']",175.000.000,"Espectacular apartamento Parque Residencial El verdu, zona de amplia valorización, parqueadero propio cubierto ",,12,2023-01-27 13:12:01.565476,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/armenia/armenia/7742558
402,Inmobiliaria,Apartamento,venta,3.0,2,1,154 ,0 ,0,Excelente,,,280.000 COP,"2.922.077,92",Preguntar al anunciante,Via armenia pereira,Armenia,Quindío,"['Ascensor', 'Bósque nativo', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Citófono', 'Closet', 'Cocina Integral', 'Anuncio publicado por:', 'Inmobiliaria Clara Velasco', 'hace 5 años']",450.000.000,"Se vende espectacular apartamento al norte de Armenia,  con un area de 119M2 mas 35m2 de altillo,  el apartamento tiene: 3 habitaciones,  2 baños,  garaje techado,  el condominio tiene piscina,  cancha multiple,  gimnasio.  INFORMES CELULAR .",,15,2023-01-27 13:12:03.089012,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/via-armenia-pereira/armenia/3434893
403,Inmobiliaria,Casa,venta,3.0,3,,129 ,0 ,4,,,,No definida,"2.945.736,43",Preguntar al anunciante,Via Armenia La Tebaida,Armenia,Quindío,"['Circuito cerrado de TV', 'En conjunto cerrado', 'Parqueadero Visitantes', 'Piscina', 'Portería / Recepción', 'Salón Comunal', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Citófono', 'Closet', 'Anuncio publicado por:', 'Inmobiliaria Clara Velasco', 'hace 1 año']",380.000.000,"Se vende casa en conjunto cerrado,  en la via Armenia La Tebaida,  con excelentes acabados,  la casa consta de: sala comedor separadas,  baño auxiliar,  cocina integral,  zona de ropas,  cuarto de empleada con baño,  patio principal techado,  3 habitaciones,  2 baños,  parqueadero para 2 carros,  el conjunto tiene: piscina,  zonas verdes,  cancha multiple,  parqueaderos para visitantes.  INFORMES CELULAR .",,30,2023-01-27 13:12:04.581134,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/via-armenia-la-tebaida/armenia/6026826
404,Usado,Casa,venta,4.0,3,1,195 ,195 ,5,Excelente,,1 a 8 años,320.000 COP,"2.794.871,79",Norte de Armenia ,Norte De Armenia,Armenia,Quindío,"['En conjunto cerrado', 'Piscina', 'Salón Comunal', 'Vigilancia', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Citófono', 'Cocina Integral', 'Comedor auxiliar', 'Instalación de gas', 'Piso en Baldosa /  Mármol']",545.000.000,"Consta de 195M2, cuenta con cuatro habitaciones, tres baños, dos salas bastantes amplias, comedor, cocina integral y amplia y zona de lavado. La casa cuenta con patio privado. Fue remodelada cuenta con mucho espacio aprovechable y parqueadero propio.El conjunto cuenta con piscina y salón social.Está ubicada al Norte de Armenia, cerca a supermercados, vías principales, transporte publicó, etc.POR FAVOR SELECCIONA LA OPCION (QUIERO QUE ME CONTACTEN) Y TE LLAMARE.",,13,2023-01-27 13:12:06.076450,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/norte-de-armenia/armenia/7825812
